#scalar perturbations for mode k = 3.115658154372e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       1.352704005358e+02       3.636360943624e-04      -3.678214669308e+00      -1.596690376716e-03      -1.601347417650e-04      -3.898438146279e-04      -7.787904047036e-07      -7.796938117235e-05      -2.760097699601e+00      -1.539927988776e-03       4.075087522314e-01       4.077826992533e-01      -2.912327594140e+00      -1.201092242282e-02       3.358947343929e-03      -4.063820511480e+00       2.993949934027e-02 
       1.352830064295e+02       3.636767460918e-04      -3.678305901778e+00      -1.600728576768e-03      -1.607639054662e-04      -3.900191092888e-04      -7.788810591912e-07      -7.800451917958e-05      -2.760166839592e+00      -1.543950412544e-03       4.074845679290e-01       4.077531734154e-01      -2.912243786299e+00      -1.201488602792e-02       3.299644303106e-03      -4.064286513474e+00       2.994113893920e-02 
       1.352956123232e+02       3.637173990817e-04      -3.678397057610e+00      -1.604767214919e-03      -1.613860976556e-04      -3.902159731157e-04      -7.789894271404e-07      -7.804396799904e-05      -2.760235922311e+00      -1.547972203082e-03       4.074603834302e-01       4.077236497676e-01      -2.912159903084e+00      -1.201884894670e-02       3.240331112293e-03      -4.064752529565e+00       2.994277832925e-02 
       1.353082182169e+02       3.637580533323e-04      -3.678488136798e+00      -1.608806253085e-03      -1.620016199427e-04      -3.904337955168e-04      -7.791164663205e-07      -7.808760563224e-05      -2.760304947765e+00      -1.551993516707e-03       4.074361987744e-01       4.076941283097e-01      -2.912075944507e+00      -1.202281117876e-02       3.181007776537e-03      -4.065218559751e+00       2.994441751050e-02 
       1.353208241106e+02       3.637987088436e-04      -3.678579139337e+00      -1.612845660103e-03      -1.626107617825e-04      -3.906719873081e-04      -7.792630519231e-07      -7.813531435770e-05      -2.760373915960e+00      -1.556014481084e-03       4.074120139991e-01       4.076646090416e-01      -2.911991910579e+00      -1.202677272367e-02       3.121674300883e-03      -4.065684604030e+00       2.994605648300e-02 
       1.353388100147e+02       3.638567177129e-04      -3.678708847713e+00      -1.618609615983e-03      -1.634693772630e-04      -3.910459801657e-04      -7.795075992294e-07      -7.821020872366e-05      -2.760472219646e+00      -1.561751131126e-03       4.073775073812e-01       4.076224951738e-01      -2.911871881779e+00      -1.203242380735e-02       3.037000623696e-03      -4.066349573562e+00       2.994839458369e-02 
       1.353567959189e+02       3.639147291485e-04      -3.678838400027e+00      -1.624374213150e-03      -1.643163353982e-04      -3.914587030159e-04      -7.797956096381e-07      -7.829284394950e-05      -2.760570406785e+00      -1.567487517305e-03       4.073430006934e-01       4.075803857628e-01      -2.911751699649e+00      -1.203807349007e-02       2.952306329500e-03      -4.067014571773e+00       2.995073225982e-02 
       1.353747818231e+02       3.639727431504e-04      -3.678967796268e+00      -1.630139407372e-03      -1.651523604321e-04      -3.919086512260e-04      -7.801288669675e-07      -7.838291939944e-05      -2.760668477383e+00      -1.573223818849e-03       4.073084940295e-01       4.075382808080e-01      -2.911631364224e+00      -1.204372177057e-02       2.867591432971e-03      -4.067679598657e+00       2.995306951166e-02 
       1.353927677272e+02       3.640307597186e-04      -3.679097036424e+00      -1.635905165332e-03      -1.659781354607e-04      -3.923943936939e-04      -7.805089004746e-07      -7.848014912807e-05      -2.760766431442e+00      -1.578960169755e-03       4.072739874779e-01       4.074961803085e-01      -2.911510875543e+00      -1.204936864757e-02       2.782855948790e-03      -4.068344654208e+00       2.995540633945e-02 
       1.354107536314e+02       3.640887788531e-04      -3.679226120487e+00      -1.641671461943e-03      -1.667943047692e-04      -3.929145689378e-04      -7.809370065140e-07      -7.858426109908e-05      -2.760864268964e+00      -1.584696669890e-03       4.072394811217e-01       4.074540842632e-01      -2.911390233642e+00      -1.205501411977e-02       2.698099891647e-03      -4.069009738423e+00       2.995774274350e-02 
       1.354287395355e+02       3.641468005538e-04      -3.679355048448e+00      -1.647438278200e-03      -1.676014760425e-04      -3.934678813815e-04      -7.814142687206e-07      -7.869499644321e-05      -2.760961989949e+00      -1.590433393893e-03       4.072049750390e-01       4.074119926710e-01      -2.911269438561e+00      -1.206065818586e-02       2.613323276238e-03      -4.069674851298e+00       2.996007872408e-02 
       1.354467254397e+02       3.642048248208e-04      -3.679483820301e+00      -1.653205599579e-03      -1.684002224448e-04      -3.940530978439e-04      -7.819415766967e-07      -7.881210875681e-05      -2.761059594395e+00      -1.596170397761e-03       4.071704693034e-01       4.073699055307e-01      -2.911148490338e+00      -1.206630084450e-02       2.528526117266e-03      -4.070339992827e+00       2.996241428152e-02 
       1.354724876946e+02       3.642879408181e-04      -3.679667995738e+00      -1.661467327633e-03      -1.695307078474e-04      -3.949445864758e-04      -7.827854353628e-07      -7.899049910242e-05      -2.761199195891e+00      -1.604388409799e-03       4.071210454787e-01       4.073096294306e-01      -2.910974982469e+00      -1.207438069796e-02       2.407030465102e-03      -4.071292763565e+00       2.996575889928e-02 
       1.354982499494e+02       3.643710620806e-04      -3.679851850805e+00      -1.669730047440e-03      -1.706464920103e-04      -3.958958797613e-04      -7.837349340678e-07      -7.918084356490e-05      -2.761338558238e+00      -1.612607168675e-03       4.070716227106e-01       4.072493624720e-01      -2.910801160545e+00      -1.208245765890e-02       2.285492738175e-03      -4.072245593032e+00       2.996910264878e-02 
       1.355240122043e+02       3.644541886081e-04      -3.680035385427e+00      -1.677993743788e-03      -1.717489359617e-04      -3.969039431981e-04      -7.847910132800e-07      -7.938253580084e-05      -2.761477681387e+00      -1.620826733767e-03       4.070222011868e-01       4.071891046649e-01      -2.910627024622e+00      -1.209053172510e-02       2.163912979753e-03      -4.073198481176e+00       2.997244552924e-02 
       1.355497744592e+02       3.645373204007e-04      -3.680218599532e+00      -1.686258406380e-03      -1.728392910412e-04      -3.979659442154e-04      -7.859541001154e-07      -7.959500980990e-05      -2.761616565286e+00      -1.629047143715e-03       4.069727810800e-01       4.071288560191e-01      -2.910452574763e+00      -1.209860289427e-02       2.042291233121e-03      -4.074151427945e+00       2.997578753999e-02 
       1.355755367140e+02       3.646204574585e-04      -3.680401493050e+00      -1.694524028168e-03      -1.739187075829e-04      -3.990792372555e-04      -7.872241774112e-07      -7.981773695434e-05      -2.761755209887e+00      -1.637268423317e-03       4.069233625491e-01       4.070686165439e-01      -2.910277811029e+00      -1.210667116405e-02       1.920627541585e-03      -4.075104433289e+00       2.997912868040e-02 
       1.356012989689e+02       3.647035997813e-04      -3.680584065913e+00      -1.702790604102e-03      -1.749882429579e-04      -4.002413499234e-04      -7.886008458462e-07      -8.005022319207e-05      -2.761893615140e+00      -1.645490588707e-03       4.068739457403e-01       4.070083862479e-01      -2.910102733486e+00      -1.211473653205e-02       1.798921948467e-03      -4.076057497159e+00       2.998246894989e-02 
       1.356270612238e+02       3.647867473693e-04      -3.680766318057e+00      -1.711058130365e-03      -1.760488689776e-04      -4.014499702024e-04      -7.900833792106e-07      -8.029200652249e-05      -2.762031780998e+00      -1.653713650518e-03       4.068245307882e-01       4.069481651391e-01      -2.909927342201e+00      -1.212279899578e-02       1.677174497111e-03      -4.077010619509e+00       2.998580834797e-02 
       1.356631369790e+02       3.649031905927e-04      -3.681020992755e+00      -1.722637018215e-03      -1.775208129731e-04      -4.032165101310e-04      -7.923353794673e-07      -8.064539076946e-05      -2.762224856891e+00      -1.665230200051e-03       4.067553367165e-01       4.068638509422e-01      -2.909681208710e+00      -1.213408425011e-02       1.506617164853e-03      -4.078345407112e+00       2.999048315447e-02 
       1.356992127343e+02       3.650196441405e-04      -3.681275038253e+00      -1.734217757426e-03      -1.789792428629e-04      -4.050645351184e-04      -7.947894580645e-07      -8.101506499014e-05      -2.762417463134e+00      -1.676748530269e-03       4.066861468340e-01       4.067795547950e-01      -2.909434460326e+00      -1.214536379727e-02       1.335977955508e-03      -4.079680309182e+00       2.999515625030e-02 
       1.357352884896e+02       3.651361080129e-04      -3.681528454394e+00      -1.745800342594e-03      -1.804261271486e-04      -4.069890289310e-04      -7.974414049776e-07      -8.140002676216e-05      -2.762609599613e+00      -1.688268645492e-03       4.066169614134e-01       4.066952767147e-01      -2.909187097253e+00      -1.215663762989e-02       1.165256988300e-03      -4.081015325606e+00       2.999982763468e-02 
       1.357713642448e+02       3.652525822099e-04      -3.681781241029e+00      -1.757384768913e-03      -1.818632127183e-04      -4.089854051767e-04      -8.002864733358e-07      -8.179935954170e-05      -2.762801266216e+00      -1.699790546107e-03       4.065477806968e-01       4.066110167164e-01      -2.908939119708e+00      -1.216790574037e-02       9.944543825386e-04      -4.082350456277e+00       3.000449730705e-02 
       1.358074400001e+02       3.653690667314e-04      -3.682033398015e+00      -1.768971031768e-03      -1.832920489722e-04      -4.110494649603e-04      -8.033195202954e-07      -8.221222420387e-05      -2.762992462839e+00      -1.711314230288e-03       4.064786048982e-01       4.065267748134e-01      -2.908690527911e+00      -1.217916812089e-02       8.235702576158e-04      -4.083685701092e+00       3.000916526711e-02 
       1.358435157554e+02       3.654855615774e-04      -3.682284925221e+00      -1.780559126465e-03      -1.847140095468e-04      -4.131773586073e-04      -8.065351268072e-07      -8.263785139620e-05      -2.763183189386e+00      -1.722839695121e-03       4.064094342070e-01       4.064425510170e-01      -2.908441322095e+00      -1.219042476339e-02       6.526047330133e-04      -4.085021059958e+00       3.001383151477e-02 
       1.358795915106e+02       3.656020667480e-04      -3.682535822520e+00      -1.792149048148e-03      -1.861303116767e-04      -4.153655513968e-04      -8.099276969330e-07      -8.307553469268e-05      -2.763373445763e+00      -1.734366937003e-03       4.063402687904e-01       4.063583453364e-01      -2.908191502497e+00      -1.220167565960e-02       4.815579283015e-04      -4.086356532783e+00       3.001849605019e-02 
       1.359315067732e+02       3.657697430765e-04      -3.682895773680e+00      -1.808830864713e-03      -1.881606682654e-04      -4.186138414298e-04      -8.151089165710e-07      -8.372525146028e-05      -2.763646411249e+00      -1.750958467151e-03       4.062407449888e-01       4.062371999157e-01      -2.907830919836e+00      -1.221785629938e-02       2.352685005689e-04      -4.088278561329e+00       3.002520560355e-02 
       1.359834220357e+02       3.659374407861e-04      -3.683254419806e+00      -1.825516438582e-03      -1.901842878914e-04      -4.219715522126e-04      -8.206277771492e-07      -8.439684680190e-05      -2.763918402650e+00      -1.767553654003e-03       4.061412327845e-01       4.061160920404e-01      -2.907469067377e+00      -1.223402499531e-02      -1.118864540535e-05      -4.090200825474e+00       3.003191161386e-02 
       1.360353372983e+02       3.661051598767e-04      -3.683611760615e+00      -1.842205752992e-03      -1.922034931251e-04      -4.254308684904e-04      -8.264674311783e-07      -8.508875867209e-05      -2.764189419758e+00      -1.784152481622e-03       4.060417324844e-01       4.059950217169e-01      -2.907105945922e+00      -1.225018172024e-02      -2.578131522495e-04      -4.092123325017e+00       3.003861408415e-02 
       1.360872525608e+02       3.662729003485e-04      -3.683967795856e+00      -1.858898790131e-03      -1.942202247701e-04      -4.289848065741e-04      -8.326114341495e-07      -8.579959117980e-05      -2.764459462391e+00      -1.800754932818e-03       4.059422443373e-01       4.058739889429e-01      -2.906741556309e+00      -1.226632644605e-02      -5.046046621628e-04      -4.094046059779e+00       3.004531301841e-02 
